Brian Walker,Kidnapping,2020-05-29,Delaware
Charles Oconnell,Assault,2019-04-18,Illinois
Paul Padilla,Burglary,2022-02-14,Michigan
Glenn Ramirez,Assault,2020-01-04,Tennessee
Mike Parrish,Arson,2022-02-28,Vermont
Christy Patel,Forgery,2020-10-15,North Carolina
Patrick Stewart,Grand Theft Auto,2022-06-26,Alaska
Michelle Kerr,Vandalism,2020-12-26,Ohio
Allison Gray,Robbery,2020-04-16,Alaska
Jacob Miles,Forgery,2018-10-16,Louisiana
Bradley Griffin,Kidnapping,2021-10-18,Texas
Dana Greene,Burglary,2020-07-30,Florida
Dr. Jacob Robertson,Arson,2023-02-06,North Carolina
Erin Alvarez,Homicide,2019-11-23,Maine
Denise Coleman,Arson,2019-07-31,New Mexico
Amanda Davies,Fraud,2020-03-22,Texas
Aaron Hill,Fraud,2020-11-10,Iowa
Jaime Hall,Forgery,2021-01-21,Texas
James Gilbert,Drug Possession,2020-12-07,Texas
Robert Burton,Identity Theft,2019-02-23,West Virginia
Nicole Gomez,Homicide,2020-08-23,Louisiana
Gregory Taylor,Assault,2020-03-17,Florida
Austin Perry,Vandalism,2018-10-22,New Mexico
David Hodge,Identity Theft,2020-02-14,Connecticut
Blake Garcia,Robbery,2018-10-02,Utah
Robert Campos,Kidnapping,2021-03-06,Pennsylvania
Olivia Murray,Vandalism,2023-05-30,Vermont
Christine Wright,Embezzlement,2020-10-02,Hawaii
Amy Wagner,Drug Possession,2019-07-07,Colorado
Kayla Myers,Embezzlement,2021-05-13,New York
Randy Allen,Forgery,2022-02-01,South Carolina
Sheila Hall,Fraud,2018-10-24,Connecticut
James Myers,Embezzlement,2023-02-06,Maine
Nicholas Thompson,Vandalism,2020-06-12,Hawaii
Lynn Graham,Vandalism,2020-03-26,Nevada
Alexis Bryan,Kidnapping,2022-02-18,Rhode Island
Joseph Montgomery,Kidnapping,2022-05-04,New Mexico
Angela Diaz,Arson,2020-05-22,Arizona
Dana Anderson,Robbery,2018-10-19,Connecticut
Jennifer Avila,Grand Theft Auto,2019-05-07,Minnesota
Mark Carter,Forgery,2021-10-28,Colorado
Christine Miller,Arson,2021-10-03,Iowa
Michael Barker,Robbery,2021-08-29,Alabama
Jason Wilson,Kidnapping,2020-08-15,Kansas
Martha Harris,Embezzlement,2022-08-11,Connecticut
Ronald Smith,Homicide,2021-04-27,Oregon
Laura Leach,Assault,2021-02-02,Louisiana
Jill Campbell,Vandalism,2022-06-29,Vermont
Austin Keith,Assault,2022-12-02,Florida
Rhonda Alvarado,Vandalism,2020-04-02,Minnesota
David George,Burglary,2020-05-25,West Virginia
Audrey Castaneda,Forgery,2020-08-31,North Carolina
Martin Black,Drug Possession,2022-05-08,Hawaii
Shannon Thomas,Drug Possession,2020-10-03,Illinois
Anthony Williamson,Grand Theft Auto,2023-03-04,North Dakota
Dana Green,Drug Possession,2019-02-20,Texas
Mrs. Tracy Sanchez,Robbery,2019-09-23,Iowa
Nicholas Mann,Kidnapping,2023-05-31,Arkansas
Kendra Smith,Embezzlement,2019-04-24,Maryland
Amy Davis,Fraud,2020-04-30,Arizona
Donald Lopez,Assault,2018-10-17,Arizona
Misty White,Assault,2023-03-02,South Dakota
Manuel Taylor,Robbery,2023-05-17,California
Laura Delacruz,Vandalism,2023-02-21,Colorado
Eric Cameron,Burglary,2021-10-11,Hawaii
Patrick Smith,Embezzlement,2021-01-02,Colorado
Tyler Brady,Assault,2020-02-26,Arkansas
Holly Beck,Forgery,2020-04-15,Illinois
William Bush,Assault,2020-06-29,Kansas
Beth Guerrero,Identity Theft,2020-12-26,Colorado
Jennifer Hubbard,Burglary,2019-12-05,Utah
John Vaughan,Drug Possession,2020-01-20,Kansas
Jeremy Vega,Drug Possession,2019-02-09,Washington
Charles Miller,Arson,2018-09-10,Massachusetts
Roger Wilson,Homicide,2023-04-27,Louisiana
Megan Howard,Arson,2022-10-03,Nevada
Vicki Gallegos,Assault,2023-05-12,Wisconsin
Ryan Ward,Robbery,2023-06-06,New Hampshire
Steven Miller II,Robbery,2023-04-01,Arizona
Stephanie Howard,Grand Theft Auto,2021-02-05,New York
Bruce Bailey,Grand Theft Auto,2023-02-12,Arkansas
Rachel Chavez,Robbery,2022-05-22,Florida
Kaitlyn Jones,Identity Theft,2021-09-25,Illinois
Ana Mendoza,Grand Theft Auto,2021-01-16,Kansas
Charles Campbell,Forgery,2022-06-23,Wisconsin
Emily Fisher,Fraud,2023-02-17,California
Arthur Sanders,Assault,2019-05-26,Arkansas
Laurie Young,Robbery,2020-06-11,South Carolina
Melissa Boone,Embezzlement,2018-09-21,South Dakota
Timothy Charles,Arson,2022-07-04,Washington
Christina Smith,Drug Possession,2022-05-26,Utah
Elizabeth Owens,Grand Theft Auto,2018-08-10,Arkansas
Robert Brown,Fraud,2021-05-31,Tennessee
Nathan Avila,Drug Possession,2020-11-22,Kentucky
Kevin Hernandez,Fraud,2021-11-19,West Virginia
Johnathan Clements,Grand Theft Auto,2023-03-07,Florida
Amber Clark,Arson,2020-01-18,Arkansas
Ralph Cervantes,Drug Possession,2018-07-30,South Dakota
Joshua Ho,Embezzlement,2020-02-16,Maryland
Mr. Eric Morrison,Vandalism,2023-06-13,New Hampshire
Courtney Young,Assault,2022-04-27,Florida
Julie Carney,Identity Theft,2023-01-10,Hawaii
Joseph Richardson,Vandalism,2021-06-11,Maryland
Mitchell Burke,Identity Theft,2019-05-27,South Carolina
Julie Woods,Identity Theft,2023-04-14,Missouri
Cody Roberson,Burglary,2020-07-30,Maine
John Becker PhD,Embezzlement,2018-09-02,Alabama
Jerry Lee,Embezzlement,2021-05-13,Oregon
Claire Henson,Fraud,2018-10-30,Alabama
Nancy Scott,Grand Theft Auto,2021-02-02,Missouri
Mrs. Michaela Hayes MD,Kidnapping,2019-09-05,Texas
Patrick Diaz DDS,Embezzlement,2019-01-11,Rhode Island
Gregory Marshall,Robbery,2019-10-05,Arizona
Franklin Black,Identity Theft,2019-06-13,Texas
Amanda King,Robbery,2022-03-01,New Jersey
Rita Estrada,Robbery,2022-05-14,Virginia
Dwayne Martinez,Homicide,2020-08-06,New Jersey
Dr. Jesus Hurley Jr.,Embezzlement,2020-06-07,Delaware
Bethany Graham,Vandalism,2022-09-12,Colorado
Kelly Burton,Grand Theft Auto,2022-02-05,Minnesota
Carl Jenkins,Drug Possession,2018-08-03,Alabama
Jason Richards,Burglary,2020-04-15,Massachusetts
Lauren Roberts,Homicide,2023-06-14,Montana
Kristin Ross,Drug Possession,2023-05-13,New Mexico
Michelle Sanchez,Drug Possession,2021-02-15,North Dakota
Jessica Williams,Identity Theft,2023-02-08,Hawaii
Jennifer Bailey,Drug Possession,2021-03-03,Iowa
Connie Guerrero,Identity Theft,2022-10-18,Iowa
Matthew Thompson,Burglary,2020-08-01,Tennessee
Lindsay Campbell,Kidnapping,2020-11-24,Mississippi
Andrew Robinson,Assault,2019-01-25,Oregon
Kimberly Crawford,Vandalism,2020-08-27,Utah
Susan Murphy,Burglary,2020-08-07,South Carolina
Darlene Davis,Vandalism,2019-12-26,Mississippi
Amy Nguyen,Vandalism,2020-07-22,Michigan
Rachel James,Homicide,2021-04-16,Mississippi
Patricia Johnson,Forgery,2021-12-26,Colorado
Kristen Conley,Drug Possession,2020-10-19,Missouri
Michael Owens PhD,Forgery,2021-07-12,Michigan
Christine Brown,Drug Possession,2022-06-16,Maryland
Anthony Ray,Assault,2021-08-14,Wyoming
Robert Howell,Grand Theft Auto,2021-04-26,Maine
Patrick Rogers,Identity Theft,2018-11-27,Washington
Laura Fuller,Kidnapping,2020-08-06,Louisiana
Elizabeth Brown,Drug Possession,2023-03-21,Rhode Island
Thomas Cooper,Homicide,2020-08-10,Florida
Kevin Dean,Embezzlement,2022-02-11,Montana
Peter Andersen,Kidnapping,2021-01-29,Minnesota
David Gomez,Identity Theft,2020-02-13,Arkansas
Joyce Cook,Grand Theft Auto,2023-01-25,Texas
Mary Andrews,Kidnapping,2020-09-18,Michigan
Zachary Price,Assault,2019-11-20,Virginia
Charles Gray,Burglary,2021-04-09,Maryland
Richard Williams,Grand Theft Auto,2022-12-01,Rhode Island
Nicole Moore,Burglary,2019-06-20,Maine
Richard Reyes,Identity Theft,2022-06-15,South Carolina
Kristina Edwards,Arson,2019-02-17,Delaware
Michelle Mendez,Vandalism,2019-05-13,Massachusetts
Emily Johnson MD,Identity Theft,2019-12-13,Maine
Crystal Wagner,Robbery,2021-08-15,Nebraska
Tammy Jones,Drug Possession,2019-09-18,Arkansas
Teresa Cook,Vandalism,2021-08-01,Indiana
David Miller,Identity Theft,2023-01-04,South Carolina
Wanda Adams,Homicide,2020-12-17,Vermont
Thomas Wang Jr.,Assault,2019-01-27,Florida
Lisa Mitchell,Robbery,2022-07-10,Rhode Island
Melissa Franklin,Assault,2023-03-04,Delaware
Stacey Gutierrez,Vandalism,2019-11-13,Colorado
Timothy Johnson,Drug Possession,2020-03-31,Wyoming
Ralph Page,Identity Theft,2019-06-16,Colorado
Brett Coleman,Homicide,2018-08-12,Rhode Island
Sara Villegas,Kidnapping,2021-09-06,Connecticut
Bryan Terry,Burglary,2018-10-10,New Hampshire
Tammy Bradshaw MD,Arson,2022-06-24,Indiana
William Gutierrez,Homicide,2020-01-21,Alaska
Martin Nguyen,Robbery,2021-05-12,Georgia
Chris Harris,Burglary,2023-01-12,Connecticut
Rhonda Smith,Embezzlement,2021-09-13,Virginia
Adrian Brown,Embezzlement,2020-01-07,Ohio
Sandra Riley,Arson,2021-10-13,South Dakota
Paul Robinson,Drug Possession,2021-02-26,Ohio
Craig Myers,Drug Possession,2021-09-10,Nevada
Sara Morris,Vandalism,2022-09-07,Wyoming
Spencer Potter,Assault,2021-01-25,Oregon
Brian Hayes,Robbery,2018-10-15,Virginia
Christopher Morales,Drug Possession,2022-12-06,Maine
Benjamin Stanley,Homicide,2020-05-11,New York
Christian Jimenez,Kidnapping,2020-06-20,Minnesota
Julie Stokes,Robbery,2020-04-09,Illinois
Heather Parker,Homicide,2021-05-30,Delaware
Zachary Perez,Robbery,2021-11-18,Louisiana
Richard Brock,Arson,2022-03-30,West Virginia
William Jackson,Arson,2021-05-06,Mississippi
Randall Martinez,Kidnapping,2020-01-01,South Dakota
Scott Butler,Assault,2019-11-25,Maine
Michael Collins,Grand Theft Auto,2020-08-13,Wisconsin
Raymond Cook,Forgery,2019-12-31,South Dakota
Larry Bush,Homicide,2022-08-15,Kentucky
Monique Adams,Vandalism,2022-03-03,Hawaii
John Lopez,Identity Theft,2021-04-29,Utah
John Crane,Homicide,2020-09-03,Washington
William Martinez,Burglary,2019-04-23,Arkansas
Fernando Nelson,Kidnapping,2019-08-01,Montana
Daniel Mccarty,Burglary,2021-02-25,Minnesota
Joseph Stewart,Identity Theft,2019-01-17,Colorado
Zachary Cowan,Drug Possession,2022-03-27,Georgia
Jeremy Martinez,Fraud,2022-02-12,Colorado
Christopher Johnson,Drug Possession,2020-05-21,Alaska
Mary Simpson,Embezzlement,2022-12-01,Vermont
Joshua Young,Robbery,2019-10-14,Colorado
Jonathan Lynch,Arson,2020-04-10,California
Cheryl Garcia,Drug Possession,2019-08-21,South Dakota
James Nelson,Embezzlement,2020-08-01,Illinois
Charles Sanchez,Homicide,2020-12-13,Arizona
Johnathan Garrett,Forgery,2022-10-07,South Carolina
Eric Cooper,Fraud,2021-07-19,Tennessee
Stephanie Hill,Kidnapping,2021-08-26,Illinois
Victoria Ball,Arson,2020-10-07,Wisconsin
Kristen Stein,Grand Theft Auto,2018-11-30,Ohio
Robert Ibarra,Embezzlement,2021-11-16,New Hampshire
Carla Roach,Identity Theft,2023-05-11,Florida
Logan Wilson,Grand Theft Auto,2022-01-27,Wisconsin
Carla Weber,Arson,2023-07-09,Texas
Tiffany Jimenez,Fraud,2020-10-11,Ohio
James Burton,Kidnapping,2019-11-04,Rhode Island
Matthew Reyes,Drug Possession,2019-03-03,Massachusetts
Joanna Wright,Drug Possession,2019-02-19,West Virginia
Edwin Myers,Drug Possession,2021-09-09,Nevada
Sean Taylor,Robbery,2019-05-02,Vermont
Cody Blevins,Burglary,2023-07-13,New Mexico
Scott Frazier,Fraud,2019-03-26,Tennessee
Eric Scott DDS,Drug Possession,2021-01-22,Alabama
Nicholas Golden,Vandalism,2019-07-03,Colorado
Ashley Black,Assault,2019-12-18,Colorado
Susan Hanson DDS,Assault,2020-02-10,Mississippi
Ernest Reynolds,Robbery,2020-12-07,Hawaii
Rebecca Brown,Assault,2019-01-26,Maryland
Lucas Sanchez,Embezzlement,2021-09-28,South Dakota
Julie Parsons,Burglary,2022-06-01,Alaska
Todd Hall,Kidnapping,2019-05-21,New York
Diane Stone,Vandalism,2018-09-06,Oklahoma
Steven Pearson,Homicide,2020-12-19,Utah
Charles Nguyen,Robbery,2019-10-12,Washington
Mary Robertson,Grand Theft Auto,2019-10-23,Delaware
Erin Robinson,Kidnapping,2019-12-07,Arizona
Christine Ramos,Forgery,2022-01-15,Alabama
Jennifer Newman,Grand Theft Auto,2020-05-09,Idaho
Dennis Parks,Drug Possession,2020-06-03,Vermont
Ashley Pennington,Arson,2020-05-04,Nevada
Dr. Joshua Henderson,Robbery,2020-10-11,South Dakota
Glenn Sharp,Robbery,2023-03-29,Alabama
Daniel Hill,Grand Theft Auto,2020-12-25,South Carolina
Lori Good,Grand Theft Auto,2021-10-10,Alaska
Michelle Kemp MD,Robbery,2022-09-05,Michigan
Johnathan Lee,Robbery,2020-01-30,Florida
Michael Le,Burglary,2020-11-02,Vermont
Robert Edwards MD,Kidnapping,2022-01-11,Wyoming
Mr. Christopher Poole,Embezzlement,2022-01-02,Nebraska
Richard Garcia,Arson,2021-09-18,Rhode Island
Patty Goodwin,Identity Theft,2023-03-15,Kansas
Tara Morales,Arson,2023-04-25,Massachusetts
Suzanne Miller,Assault,2019-10-11,Louisiana
Elizabeth Padilla,Vandalism,2023-04-19,Georgia
Jackson Allen,Robbery,2018-09-29,Louisiana
Richard Pearson,Assault,2019-10-31,Arkansas
Derek Pittman,Drug Possession,2020-03-23,Arizona
Tammy Simpson,Homicide,2022-11-15,Connecticut
Daniel Hunter,Arson,2019-06-05,Alaska
Sarah Lopez,Embezzlement,2022-02-17,West Virginia
Samantha Moore,Robbery,2019-12-02,Oklahoma
Thomas Walter,Assault,2020-06-13,New Mexico
Amanda Matthews,Identity Theft,2020-02-29,Idaho
Kelly Meyer,Kidnapping,2021-05-01,Wisconsin
Martha Miles,Identity Theft,2020-03-09,Louisiana
Andrea Taylor,Robbery,2021-09-20,Arizona
Renee Ramirez,Robbery,2019-12-28,Iowa
Xavier Santos,Fraud,2018-09-04,Louisiana
Daniel Morales,Burglary,2019-05-24,South Dakota
Kathleen Jensen,Vandalism,2022-02-08,Connecticut
Mike Austin,Homicide,2020-11-09,Minnesota
Shannon Shannon,Grand Theft Auto,2019-06-16,Iowa
Chase Woodard,Vandalism,2022-09-02,Wyoming
Stephanie Gonzales,Kidnapping,2022-09-21,Rhode Island
Joseph Heath,Drug Possession,2019-08-15,Missouri
Valerie Bailey,Robbery,2022-10-14,Nevada
Jermaine Noble,Kidnapping,2020-01-26,Pennsylvania
Richard Price,Fraud,2021-03-30,Nebraska
Thomas Anderson,Embezzlement,2020-03-14,New Hampshire
Crystal Rodriguez,Embezzlement,2019-01-21,Louisiana
John Zimmerman,Burglary,2019-05-31,Louisiana
Andrew Austin,Fraud,2020-03-14,Vermont
David Stanley,Vandalism,2018-09-17,Arkansas
Mark King,Homicide,2022-08-03,Alabama
Jennifer Delacruz,Forgery,2019-01-18,Colorado
Kimberly Robinson,Forgery,2023-01-29,Minnesota
Joe Lane,Robbery,2022-06-05,California
Maria Lopez,Burglary,2022-07-30,Montana
Kristin Lopez,Homicide,2021-07-28,Washington
Mrs. Lauren Villegas,Homicide,2021-01-19,Virginia
Shannon Butler,Vandalism,2023-07-07,Illinois
Andrea Holmes,Fraud,2021-08-23,Washington
Connor Ruiz,Robbery,2021-11-08,Idaho
William Gutierrez,Grand Theft Auto,2019-12-19,Montana
Emily Harris,Forgery,2021-05-18,Maryland
Sean Cox,Forgery,2019-02-05,Alabama
Edwin Stewart,Forgery,2020-03-03,West Virginia
Larry Gutierrez,Forgery,2022-01-16,Georgia
Peter Powers,Kidnapping,2022-04-04,Montana
Noah Heath,Fraud,2023-05-30,Maryland
Emily Ortega,Embezzlement,2022-12-30,Michigan
Justin Russell,Robbery,2021-10-25,Arkansas
Christine Page,Kidnapping,2022-09-14,Ohio
Daryl Wallace,Identity Theft,2022-12-27,Tennessee
Kyle Parker,Identity Theft,2022-09-10,Oregon
Tiffany Lopez,Kidnapping,2022-04-11,Oklahoma
Timothy Hart,Fraud,2020-02-24,Indiana
Kristen Young,Grand Theft Auto,2021-11-13,Nevada
Shawn Ellis,Forgery,2023-05-30,Kentucky
Kimberly Peterson,Arson,2020-05-18,Georgia
Jesse Dean,Vandalism,2023-06-18,Tennessee
David Mcdonald,Kidnapping,2020-06-23,Florida
Joshua Gutierrez,Embezzlement,2019-05-04,Florida
Douglas Torres,Drug Possession,2018-09-27,Oregon
Jessica Whitehead,Forgery,2020-12-01,Delaware
Reginald Fields,Kidnapping,2023-05-04,Arkansas
David Burnett,Kidnapping,2019-11-29,Colorado
Johnny Tran,Forgery,2022-12-23,Indiana
Crystal Hernandez,Embezzlement,2021-05-17,Kansas
Patrick Esparza,Burglary,2021-04-08,Tennessee
Rita Mcgee,Burglary,2021-12-06,Pennsylvania
Kevin Williams,Fraud,2022-03-03,California
Amber Watson,Robbery,2023-03-05,Tennessee
Ashley Taylor,Assault,2022-01-04,Mississippi
Pamela Sanchez,Arson,2023-06-16,Missouri
Sarah Lewis,Burglary,2020-11-23,Massachusetts
Rebecca Mccormick,Vandalism,2019-12-14,Kentucky
Laura Chung,Vandalism,2022-03-02,West Virginia
Natalie Simmons,Fraud,2021-05-23,North Carolina
Joseph Bryant,Embezzlement,2023-04-28,Alabama
Stacey Davis,Homicide,2019-04-01,Texas
Joel Carter,Grand Theft Auto,2023-06-09,Indiana
Mrs. Sarah Reid MD,Arson,2023-04-14,Wyoming
Lauren Anderson,Forgery,2022-12-10,Mississippi
Terri Garcia,Assault,2022-09-20,Nebraska
Jennifer Hall,Grand Theft Auto,2023-02-25,Illinois
Ashley Allen,Forgery,2019-05-09,Tennessee
Mark Miller,Burglary,2023-06-05,New Mexico
Mr. Jesse Carlson,Burglary,2018-12-10,Vermont
Jennifer Long,Homicide,2022-09-21,Missouri
Tamara Hanson,Drug Possession,2023-04-12,Florida
Caroline Wilson,Kidnapping,2019-03-19,Michigan
Alec Perez,Drug Possession,2020-07-05,New Mexico
Leslie Nelson,Homicide,2021-07-25,Mississippi
William Barnes,Assault,2020-10-03,Maine
Danielle Douglas,Drug Possession,2022-11-10,Montana
Robert Chung,Robbery,2021-11-22,Alabama
Kathleen Murphy,Robbery,2020-07-10,Washington
Arthur Hughes,Fraud,2021-10-30,Arizona
Joanna Lester,Identity Theft,2021-06-13,Kentucky
Brenda Chavez,Drug Possession,2020-02-25,Alaska
Jennifer May,Homicide,2021-12-07,Arizona
Edward Cook,Kidnapping,2021-12-24,Ohio
Jessica Wallace,Fraud,2021-03-20,Hawaii
James Combs IV,Identity Theft,2023-06-22,Pennsylvania
Paula Jones,Burglary,2020-04-19,New Jersey
Chloe Barnes,Homicide,2020-08-28,Pennsylvania
Barbara Young,Embezzlement,2023-01-30,Alabama
Jaime Wilson,Homicide,2021-05-14,South Carolina
Todd Walters,Forgery,2021-10-31,Connecticut
Elizabeth Carpenter,Burglary,2023-02-14,Missouri
Ashley Marquez,Burglary,2023-03-04,Arkansas
Erin Mason,Vandalism,2019-05-09,New Hampshire
Kendra Cisneros,Identity Theft,2022-02-24,Arkansas
Amber Clark,Kidnapping,2020-06-02,Iowa
Charles Lee,Robbery,2022-12-20,Oklahoma
Matthew Leonard,Embezzlement,2022-06-24,Montana
Erica Wood,Robbery,2022-08-16,Delaware
Hunter Smith,Kidnapping,2023-05-27,Maryland
Trevor Cole,Kidnapping,2019-01-07,Alaska
Patrick Black,Forgery,2023-07-03,Oregon
April Walker,Kidnapping,2019-11-14,North Carolina
Michael Solomon,Burglary,2020-10-22,Utah
Tammy Browning,Grand Theft Auto,2019-08-21,Connecticut
Taylor Davis,Drug Possession,2019-12-22,Alaska
Parker Liu,Burglary,2020-02-09,Wyoming
Brittany Moore,Vandalism,2022-04-11,Alabama
Daniel Rivera,Fraud,2020-10-17,Oregon
Mercedes Nguyen,Homicide,2021-08-29,Minnesota
Jeffery Smith,Burglary,2023-05-03,Michigan
Dean Larson,Assault,2018-10-22,Vermont
Beth Russo,Grand Theft Auto,2020-01-03,South Carolina
Bernard Contreras,Assault,2020-11-05,Arizona
Hannah Sullivan,Drug Possession,2022-09-02,West Virginia
Daniel Watkins,Assault,2020-02-29,Iowa
Brendan Alvarez,Identity Theft,2018-10-05,Tennessee
Michael Roberts,Burglary,2020-03-08,Tennessee
Christina Davis,Burglary,2022-11-30,Missouri
William Stevenson,Robbery,2021-08-27,Minnesota
Erin Gonzalez,Forgery,2023-05-18,Alabama
Philip Briggs,Arson,2020-11-27,Alaska
Aaron Stevens,Robbery,2019-03-27,Washington
Hunter Hancock,Vandalism,2021-01-25,Oregon
Thomas Peterson,Robbery,2019-04-15,Oklahoma
Terri Blackwell,Kidnapping,2019-03-05,West Virginia
Seth Ochoa,Forgery,2019-11-18,Illinois
Mary Espinoza,Vandalism,2020-10-03,Montana
Robert Wagner,Burglary,2018-10-25,New Hampshire
Shannon Gardner,Embezzlement,2021-02-23,Indiana
Heather Tucker,Homicide,2019-11-21,California
Amanda Diaz,Fraud,2020-09-10,Vermont
Lisa Taylor,Kidnapping,2023-06-09,Kentucky
Tara Hoffman,Homicide,2022-06-23,Wisconsin
Sara Hernandez,Assault,2019-05-13,Nevada
Douglas Richards,Vandalism,2020-05-17,Utah
Kenneth Sullivan,Identity Theft,2022-09-23,New Hampshire
Kevin Johnson,Embezzlement,2022-11-14,Delaware
Michelle Bell,Homicide,2021-01-11,Vermont
Adam Garcia,Forgery,2022-12-10,Rhode Island
Brian Murray,Fraud,2021-08-23,New Jersey
Nancy Potter,Forgery,2020-12-19,Arkansas
Amy Mason,Identity Theft,2018-12-05,Nebraska
Dominic Morris,Drug Possession,2022-06-23,South Carolina
Darrell Peterson,Drug Possession,2019-01-24,South Carolina
Jamie Bell,Grand Theft Auto,2019-03-07,West Virginia
Ashley Krause,Vandalism,2022-04-09,New Jersey
Rebecca Hill,Embezzlement,2018-08-24,South Dakota
Timothy Waller,Vandalism,2021-10-26,Georgia
William Thompson,Fraud,2022-10-05,Oklahoma
Ashley Olson DDS,Arson,2019-06-09,Vermont
Christina Martinez,Burglary,2022-04-20,Mississippi
Deanna Miller,Arson,2023-01-26,Oregon
Rebecca Pace,Identity Theft,2022-05-17,Georgia
Brittany Johnson,Grand Theft Auto,2022-06-13,Arkansas
Stephanie Gill,Fraud,2018-12-13,Wisconsin
Timothy Martinez,Forgery,2019-06-23,South Carolina
Rebecca Schroeder,Fraud,2020-10-09,Colorado
Stephanie Nunez,Embezzlement,2019-01-31,Wyoming
Leah Bailey,Drug Possession,2022-12-18,Wisconsin
Jillian Thomas,Drug Possession,2019-10-12,Illinois
Jacqueline Church,Drug Possession,2018-08-15,Maine
Edward Crawford,Grand Theft Auto,2019-10-27,Maine
Jason Knapp,Grand Theft Auto,2020-02-16,Utah
Christopher David,Forgery,2020-11-05,Wyoming
Jay Rosales,Identity Theft,2021-08-15,Washington
Caroline Kim,Forgery,2020-10-20,Maine
James Lynn,Grand Theft Auto,2019-08-30,Florida
Kristen Daniels,Fraud,2022-07-16,Delaware
Donald Wright,Arson,2023-03-02,Alabama
Kenneth Hernandez,Assault,2018-09-04,California
Chelsea Taylor,Embezzlement,2020-05-25,Missouri
Sonya Baker,Embezzlement,2021-02-03,California
Rebecca Lewis MD,Kidnapping,2022-09-13,Utah
Sandra Douglas,Kidnapping,2023-05-04,Vermont
Joseph Hernandez,Embezzlement,2021-02-03,Florida
Brian Martinez,Robbery,2021-08-24,New York
Donald Carey,Assault,2021-10-23,Vermont
Philip Humphrey,Embezzlement,2021-06-11,Ohio
Timothy Johnson,Forgery,2022-05-28,Minnesota
David Conner,Forgery,2020-11-05,Rhode Island
Kathleen Nunez,Drug Possession,2019-06-07,New York
Diane Myers,Kidnapping,2022-03-23,Vermont
Levi Baker,Robbery,2023-04-27,Kansas
Brian Riddle,Embezzlement,2019-08-29,Mississippi
James Sellers,Identity Theft,2020-05-16,Illinois
Kristin Cunningham,Grand Theft Auto,2018-12-11,Florida
Daniel Hopkins,Kidnapping,2018-08-21,Ohio
Tiffany Martinez,Fraud,2023-02-08,Maryland
Mr. William Gibson,Vandalism,2019-03-18,Nevada
Roger Miller,Drug Possession,2019-03-09,Maine
Paul Hess,Drug Possession,2022-03-14,Texas
Frank Francis,Burglary,2020-04-24,New York
Patrick Meyer,Vandalism,2021-01-20,Massachusetts
Nathan Everett,Identity Theft,2020-03-06,Georgia
Aaron Robinson,Arson,2019-06-07,West Virginia
Laura Forbes,Burglary,2022-12-20,Massachusetts
Michael Moore,Homicide,2018-09-16,Michigan
Karen Wilson,Assault,2022-12-27,Minnesota
Dr. Rachael Wallace DVM,Arson,2019-04-26,Pennsylvania
Mark Mitchell,Forgery,2020-05-19,Michigan
Alexandria Obrien,Vandalism,2019-03-19,Maine
Gina Hernandez,Fraud,2022-01-26,North Dakota
Darryl Anderson,Robbery,2023-07-21,Maryland
Brenda Bennett,Embezzlement,2023-01-27,Alabama
Lori Daugherty,Identity Theft,2020-09-02,Nebraska
Robert Smith,Robbery,2020-09-05,New Hampshire
Deanna Edwards,Assault,2020-06-15,Mississippi
Lauren Young,Arson,2019-06-11,Iowa
Philip Hamilton,Grand Theft Auto,2023-04-18,Texas
Zachary Wallace,Forgery,2021-03-17,Arizona
Julia Floyd,Embezzlement,2022-07-04,Nebraska
Tiffany Miller,Drug Possession,2021-05-08,Tennessee
Katherine Walls DVM,Arson,2019-12-23,Louisiana
Kathryn Williams,Kidnapping,2021-12-04,Mississippi
Mitchell Alvarado,Arson,2019-07-28,Hawaii
Mark Payne,Assault,2018-10-27,Washington
Eric Rios,Homicide,2021-06-03,Washington
Jeremiah Townsend,Homicide,2020-10-12,Mississippi
Scott Brooks,Arson,2020-05-06,South Carolina
Shannon Carroll,Burglary,2020-07-23,Missouri
Marcus Wheeler,Arson,2021-01-26,Minnesota
Ms. Susan Harris,Kidnapping,2022-11-20,South Dakota
James Joseph,Homicide,2021-03-18,Wisconsin
Brenda Jones,Homicide,2021-11-01,West Virginia
Roger Bryan,Robbery,2020-06-01,Wisconsin
Caroline Parker,Embezzlement,2021-02-04,New Mexico
Christine Mullins,Fraud,2021-07-17,Washington
Sandra Ortiz,Assault,2020-05-24,Texas
Amanda Campbell,Homicide,2019-08-27,Idaho
David Peterson,Drug Possession,2021-12-23,Rhode Island
Daniel Mccormick,Vandalism,2020-07-30,North Carolina
Jenny Carpenter,Drug Possession,2020-09-27,New Jersey
Andrew Jackson,Fraud,2021-05-17,Idaho
Abigail Lester DVM,Drug Possession,2019-03-26,Texas
David Fletcher,Identity Theft,2023-04-06,Nevada
Alejandro Hale,Assault,2022-01-18,Maryland
Monica Guzman,Arson,2020-03-16,West Virginia
Mary Miller,Identity Theft,2019-05-07,Oregon
Hayley Mcguire,Identity Theft,2019-01-30,Vermont
Jessica Rhodes,Forgery,2022-12-24,Wisconsin
Veronica Wyatt,Robbery,2020-02-13,Colorado
Anthony Price,Fraud,2021-07-03,Mississippi
Scott Duncan,Kidnapping,2018-12-14,Hawaii
Michelle Franklin,Grand Theft Auto,2021-05-20,Maine
John Frazier,Vandalism,2022-12-11,Ohio
